user_id,cluster_id
11198,9
11201,9
11206,9
11224,20
11231,6
11245,2
11260,9
11279,9
11285,9
11325,5
11362,23
11393,9
11399,9
11400,24
11435,16
11451,7
11456,16
11464,16
11517,13
11521,7
11529,5
11532,23
11590,9
11601,18
11621,6
11629,0
11638,2
11639,9
11657,18
11676,8
11687,12
11690,9
11708,15
11709,9
11718,15
11724,2
11766,9
11788,4
11797,9
11817,9
11832,7
11844,5
11855,6
11881,9
11916,28
11924,9
11944,4
11993,22
12035,9
12081,9
12091,9
12100,29
12111,9
12112,4
12122,9
12123,5
12137,9
12143,6
12154,24
12158,9
12189,9
12194,17
12209,15
12220,7
12231,9
12238,6
12246,9
12272,13
12278,9
12282,9
12316,0
12331,5
12343,9
12348,6
12362,6
12390,9
12392,9
12488,9
12512,7
12515,23
12537,16
12538,15
12569,18
12576,9
12614,9
12619,2
12657,9
12663,9
12671,9
12680,9
12685,2
12692,9
12698,0
12702,10
12707,4
12734,9
12754,9
12756,9
12784,23
12811,15
12824,28
12828,9
12835,7
12863,7
12917,5
12945,7
12951,2
12965,0
12982,4
12990,6
13026,9
13032,9
13057,9
13060,7
13080,7
13082,4
13093,5
13094,7
13104,6
13126,6
13141,9
13148,9
13164,7
13173,13
13215,9
13221,2
13223,9
13256,7
13268,9
13273,20
13279,20
13280,2
13331,7
13347,9
13393,9
13518,22
13540,9
13551,23
13552,8
13582,21
13600,6
13604,23
13607,6
13664,2
13666,23
13668,9
13682,7
13709,0
13715,16
13722,9
13733,7
13763,9
13850,14
13867,9
13872,9
13874,9
13896,16
13915,7
13935,6
13968,0
13973,2
13995,21
14007,9
14014,9
14049,5
14079,15
14085,9
14087,7
14173,9
14180,6
14201,5
14230,9
14232,23
14249,9
14254,9
14271,6
14281,9
14283,9
14295,9
14326,23
14336,9
14357,6
14374,2
14387,12
14392,7
14393,9
14422,27
14423,9
14433,9
14449,6
14451,5
14456,26
14461,23
14517,9
14521,20
14527,6
14538,9
14571,9
14573,9
14599,9
14638,6
14667,20
14683,23
14691,9
14698,6
14744,0
14768,21
14808,6
14849,9
14888,9
14897,6
14914,9
14952,7
14958,9
14965,9
14966,9
14998,7
15021,7
15040,9
15046,7
15049,11
15062,9
15076,9
15081,0
15093,0
15135,6
15144,6
15150,9
15184,0
15185,14
15208,9
15213,23
15230,16
15250,9
15268,9
15276,9
15288,9
15361,9
15367,9
15387,9
15408,18
15418,10
15450,9
15497,5
15500,27
15542,9
15563,9
15589,6
15602,3
15641,9
15651,11
15654,7
15670,7
15686,9
15700,9
15819,13
15822,23
15834,16
15841,9
15845,0
15918,9
15922,9
15936,9
15945,5
15957,5
15962,9
15964,9
16005,9
16009,24
16010,0
16012,9
16034,2
16036,16
16046,7
16086,9
16090,9
16106,13
16110,9
16121,5
16130,23
16133,7
16155,2
16161,23
16192,9
16220,9
16231,0
16237,6
16244,9
16246,5
16258,9
16263,2
16319,9
16325,9
16383,7
16412,21
16413,9
16417,2
16418,9
16449,9
16452,6
16488,0
16492,7
16504,2
16510,6
16532,0
16545,5
16551,22
16585,4
16599,17
16601,10
16634,29
16654,9
16666,6
16673,9
16695,9
16699,7
16708,9
16713,6
16717,6
16718,24
16721,23
16730,7
16749,2
16755,21
16759,9
16769,2
16777,0
16781,0
16795,8
16798,23
16803,7
16805,7
16818,5
16835,6
16867,9
16871,6
16876,9
16877,24
16908,23
16916,11
16919,6
16935,6
16943,0
16949,2
16966,10
16974,9
16982,16
16994,9
16996,5
16999,23
17003,18
17045,9
17046,7
17051,9
17054,9
17058,23
17065,21
17073,6
17159,3
17172,9
17177,2
17180,9
17183,21
17190,11
17224,9
17233,0
17247,9
17277,9
17278,9
17282,23
17330,9
17340,9
17353,0
17391,9
17402,5
17448,2
17453,22
17460,9
17464,9
17507,7
17569,9
17578,9
17605,9
17625,9
17645,2
17667,29
17702,9
17703,9
17724,23
17726,9
17761,25
17763,23
17789,9
17842,7
17859,2
17894,22
17906,15
17926,6
17950,14
17970,5
17975,6
18002,6
18004,9
18012,0
18016,7
18038,9
18067,2
18082,0
18095,0
18096,2
18097,9
18134,9
18155,5
18167,13
18170,9
18172,23
18176,13
18196,9
18203,0
18212,9
18250,2
18254,18
18309,7
18311,29
18313,6
18316,9
18322,9
18323,6
18366,9
18384,23
18385,9
18395,9
18398,9
18401,2
18411,4
18412,7
18439,12
18464,9
18487,9
18519,9
18671,9
18672,9
18679,9
18689,9
18702,9
18710,6
18713,16
18714,0
18722,3
18747,9
18758,6
18850,9
18852,9
18869,9
18886,9
18908,6
18913,0
18922,9
18945,9
18963,6
18979,23
18995,16
19011,0
19018,5
19019,6
19022,9
19031,2
19085,1
19145,18
19164,9
19200,9
19206,21
19220,9
19233,7
19259,6
19303,7
19328,9
19336,28
19362,23
19422,9
19429,2
19440,10
19487,9
19493,21
19501,9
19503,2
19522,9
19565,9
19570,6
19571,5
19573,19
19580,9
19592,9
19605,7
19609,7
19659,27
19664,25
19681,5
19695,9
19711,24
19725,3
19753,9
19760,4
19803,9
19815,9
19842,27
19874,9
19886,9
19935,0
19969,7
19970,7
19972,6
19974,5
20005,23
20022,6
20032,23
20034,13
20060,8
20062,9
20106,27
20115,12
20119,28
20126,6
20147,2
20149,23
20150,2
20155,9
20164,9
20172,17
20180,27
20201,4
20230,11
20240,9
20245,4
20250,0
20254,7
20265,2
20294,20
20300,9
20332,16
20336,5
20345,16
20347,0
20350,13
20388,23
20401,23
20409,7
20410,16
20415,9
20418,6
20428,9
20446,9
20448,5
20449,9
20458,9
20462,22
20484,23
20493,9
20501,26
20561,23
20570,9
20622,23
20627,2
20629,6
20664,6
20668,6
20680,2
20703,24
20738,9
20745,9
20751,9
20755,16
20784,9
20794,7
20801,2
20804,21
20806,23
20845,9
20846,9
20851,9
20852,9
20855,9
20858,9
20859,9
20866,6
20916,2
20918,9
20919,9
20946,9
20961,2
20971,21
20995,7
21011,3
21014,29
21020,9
21031,2
21045,7
21049,23
21075,9
21079,15
21083,16
21112,16
21116,9
21155,9
21188,9
21202,23
21207,23
21213,23
21229,14
21231,7
21252,3
21261,6
21264,25
21343,9
21347,9
21356,4
21357,9
21364,27
21368,9
21370,2
21404,27
21406,15
21462,5
21469,9
21484,28
21486,9
21490,9
21515,16
21540,16
21550,16
21575,9
21576,24
21593,7
21618,13
21649,9
21659,22
21660,20
21684,9
21708,5
21750,16
21751,9
21774,9
21822,9
21860,9
21867,9
21870,28
21875,0
21895,7
21903,5
21912,9
21918,9
21930,6
21937,2
21948,6
22012,5
22015,9
22022,9
22023,6
22045,0
22062,2
22074,25
22088,2
22089,7
22097,9
22107,2
22121,16
22126,9
22145,9
22154,7
22167,7
22192,9
22200,2
22243,9
22252,26
22338,20
22362,9
22365,27
22389,9
22409,6
22418,6
22464,15
22495,6
22503,16
22504,9
22521,4
22532,29
22547,9
22617,6
22624,4
22625,19
22637,9
22648,9
22657,9
22695,2
22710,9
22747,9
22773,5
22780,5
22809,7
22813,22
22818,28
22830,6
22881,9
22885,7
22888,7
22900,9
22912,7
22922,9
22924,9
22936,28
22964,9
22975,7
22981,9
23006,9
23020,7
23038,16
23065,16
23070,6
23079,23
23124,9
23127,9
23128,2
23138,9
23166,9
23188,16
23200,9
23204,9
23231,9
23271,9
23288,23
23297,9
23364,9
23366,9
23392,7
23408,16
23459,2
23469,6
23493,9
23498,6
23508,9
23511,22
23547,0
23571,15
23582,2
23585,2
23619,5
23624,23
23631,9
23642,6
23643,7
23650,9
23652,2
23659,7
23664,28
23666,9
23680,23
23699,3
23703,16
23749,7
23768,21
23771,2
23776,9
23816,16
23835,9
23838,9
23847,7
23848,28
23871,24
23872,26
23881,0
23902,28
23933,25
23997,9
24027,9
24052,6
24082,20
24090,3
24105,23
24145,28
24150,9
24167,9
24172,9
24182,7
24186,4
24188,9
24191,9
24193,9
24194,5
24204,9
24211,9
24217,7
24283,9
24301,9
24342,9
24348,9
24379,2
24391,23
24401,5
24427,2
24433,21
24452,23
24458,9
24462,9
24515,2
24525,0
24539,9
24544,9
24558,25
24570,5
24578,9
24585,9
24601,9
24612,9
24624,9
24627,23
24639,9
24641,23
24642,15
24685,6
24694,9
24697,7
24709,9
24733,16
24748,9
24751,9
24767,9
24768,9
24769,9
24771,0
24773,16
24778,9
24835,9
24838,18
24846,5
24861,9
24878,23
24921,15
24926,15
24933,23
24934,25
24941,9
24945,16
24960,7
24968,9
24975,9
24982,9
24995,13
25009,16
25041,9
25103,25
25105,9
25109,21
25131,18
25153,9
25178,6
25216,2
25217,9
25225,2
25235,9
25253,5
25261,6
25281,9
25298,9
25311,9
25351,9
25359,6
25373,9
25389,9
25395,22
25403,16
25405,16
25409,25
25410,0
25411,9
25436,7
25453,9
25466,9
25471,9
25533,23
25545,23
25561,23
25580,7
25583,0
25601,13
25604,9
25630,9
25674,9
25695,9
25700,9
25711,27
25792,7
25804,7
25827,21
25843,9
25850,15
25890,7
25893,23
25916,9
25919,28
25930,2
25957,9
25966,18
25976,0
25981,11
25996,24
26030,7
26057,15
26070,16
26084,28
26120,9
26124,23
26129,9
26133,6
26134,6
26145,10
26146,23
26151,12
26153,9
26161,9
26182,0
26190,28
26196,7
26200,9
26206,7
26209,21
26231,2
26240,17
26284,7
26326,9
26332,9
26346,9
26350,9
26371,0
26374,23
26385,9
26411,9
26412,23
26416,9
26418,9
26424,9
26432,9
26435,9
26443,9
26487,25
26509,5
26516,23
26517,19
26518,6
26521,23
26527,9
26535,23
26538,19
26544,15
26553,7
26561,6
26579,5
26583,5
26586,9
26593,25
26598,15
26611,2
26612,7
26615,5
26616,9
26620,0
26621,13
26624,23
26628,6
26659,9
26680,9
26706,9
26711,16
26713,5
26730,9
26731,9
26751,9
26756,0
26774,0
26782,2
26803,9
26813,2
26823,24
26831,9
26883,13
26927,9
26938,9
26939,9
26949,9
26973,9
27091,16
27100,9
27140,5
27169,23
27172,9
27193,7
27204,6
27222,6
27265,15
27287,9
27300,9
27313,0
27317,5
27352,25
27363,9
27383,23
27462,0
27472,27
27499,9
27538,0
27551,9
27573,9
27593,9
27606,7
27612,9
27616,6
27617,1
27621,9
27647,25
27650,9
27684,2
27704,6
27724,9
27740,23
27741,9
27788,5
27812,28
27813,23
27821,6
27838,9
27875,12
27888,16
27891,6
27929,9
27947,23
27955,9
27956,5
27961,16
27964,6
27979,9
28004,9
28016,27
28056,19
28069,16
28072,9
28076,7
28091,0
28096,0
28139,7
28144,4
28150,13
28156,7
28177,25
28204,21
28219,9
28222,24
28255,0
28257,0
28269,21
28289,20
28299,7
28315,9
28360,7
28372,6
28373,9
28374,9
28395,5
28430,6
28448,16
28451,8
28454,23
28477,5
28481,28
28488,9
28492,7
28523,27
28534,9
28537,9
28539,24
28543,7
28575,9
28591,14
28592,21
28594,28
28602,6
28619,0
28632,9
28634,22
28647,25
28663,9
28666,6
28667,4
28694,16
28700,23
28731,6
28735,2
28763,5
28782,9
28790,9
28795,9
28820,9
28865,20
28877,9
28884,6
28899,2
28938,5
28945,2
28953,9
28980,16
29000,2
29013,9
29015,9
29028,6
29040,9
29056,6
29070,9
29094,7
29101,2
29133,7
29168,23
29204,7
29209,13
29232,9
29246,9
29259,17
29279,5
29306,2
29351,9
29380,9
29387,9
29394,4
29408,6
29415,9
29419,6
29424,2
29497,2
29526,26
29539,4
29570,14
29627,9
29648,16
29654,9
29694,9
29702,2
29743,9
29789,5
29795,9
29806,9
29835,9
29846,9
29848,2
29855,21
29867,15
29881,9
29885,9
29888,9
29905,6
29907,9
29915,23
29928,9
29974,6
30022,7
30029,6
30035,0
30052,0
30072,16
30078,9
30081,25
30085,9
30094,25
30104,9
30116,9
30120,5
30125,7
30127,10
30131,5
30144,9
30202,9
30210,5
30245,2
30246,9
30261,7
30263,9
30270,9
30273,2
30276,8
30281,6
30290,23
30312,9
30316,15
30319,5
30321,9
30324,21
30333,5
30341,23
30385,7
30406,9
30408,6
30411,9
30426,12
30445,4
30461,6
30471,15
30487,25
30493,6
30495,4
30507,9
30509,9
30511,13
30527,9
30531,22
30533,18
30554,2
30555,5
30560,23
30577,9
30590,7
30594,0
30598,6
30607,9
30642,9
30645,23
30650,9
30657,6
30667,4
30677,9
30711,12
30712,23
30716,5
30727,9
30735,26
30744,9
30746,6
30749,11
30770,21
30771,7
30779,16
30787,2
30791,6
30795,2
30806,18
30810,23
30814,9
30824,2
30838,10
30854,0
30887,3
30889,9
30898,0
30899,2
30906,7
30925,24
30933,23
30939,0
30964,9
30968,0
30971,9
30972,27
30979,9
30985,0
30989,2
30994,29
31006,7
31008,18
31010,7
31021,0
31040,11
31049,9
31050,23
31053,28
31080,23
31082,9
31094,5
31099,9
31102,9
31134,23
31136,9
31139,7
31140,7
31144,6
31152,9
31158,3
31172,9
31226,16
31229,23
31230,9
31235,23
31245,23
31250,6
31256,2
31261,6
31268,9
31278,16
31295,9
31308,6
31315,8
31343,2
31355,9
31362,2
31386,23
31391,25
31392,5
31393,28
31398,7
31404,6
31406,7
31412,13
31421,9
31431,5
31446,5
31466,9
31468,6
31471,0
31528,7
31533,9
31541,23
31551,25
31556,28
31584,9
31586,9
31594,9
31609,23
31611,9
31614,16
31624,7
31652,13
31660,2
31671,9
31681,7
31688,18
31692,6
31695,16
31702,6
31712,9
31714,6
31740,23
31742,9
31779,5
31816,7
31820,9
31822,9
31826,1
31838,6
31841,2
31846,29
31858,9
31860,25
31868,9
31900,16
31919,18
31948,0
31950,23
31978,9
31983,9
31987,23
32003,0
32022,9
32034,4
32036,0
32039,7
32049,20
32076,6
32087,29
32108,2
32110,10
32122,11
32148,0
32154,5
32159,9
32184,5
32188,13
32195,21
32196,9
32211,16
32223,9
32244,0
32250,27
32275,24
32289,6
32329,23
32362,9
32402,9
32412,16
32417,6
32440,3
32444,9
32467,9
32483,6
32516,13
32530,7
32541,9
32569,4
32575,9
32599,1
32627,10
32641,0
32678,6
32691,7
32694,7
32721,5
32764,9
32773,28
32793,9
32802,2
32817,9
32855,9
32861,6
32870,7
32955,9
32958,9
32963,23
32964,23
32991,5
32992,9
33004,5
33006,9
33021,9
33026,9
33030,6
33036,7
33049,16
33088,9
33114,9
33124,8
33145,9
33153,6
33156,7
33163,2
33178,6
33179,11
33180,9
33193,10
33200,2
33203,9
33264,21
33270,2
33281,9
33283,6
33307,23
33315,9
33319,25
33327,9
33345,9
33383,9
33386,5
33388,9
33405,9
33408,9
33422,14
33426,9
33430,9
33432,7
33442,9
33459,6
33461,9
33474,0
33487,7
33491,7
33505,21
33509,9
33517,21
33557,9
33576,20
33580,12
33597,9
33614,6
33633,9
33656,7
33681,2
33697,9
33763,7
33773,9
33779,9
33816,21
33818,1
33826,9
33832,0
33836,7
33862,27
33888,23
33898,9
33905,9
33933,22
33943,9
33944,9
33958,5
33967,6
33974,19
33980,5
33981,0
33995,9
33999,2
34019,9
34075,7
34087,2
34115,6
34152,16
34181,16
34215,2
34216,13
34223,9
34227,6
34230,7
34277,9
34286,9
34300,1
34377,21
34397,6
34444,9
34460,9
34465,9
34476,9
34501,6
34502,9
34521,7
34523,9
34526,23
34531,9
34539,29
34566,9
34581,21
34588,19
34597,16
34600,23
34608,9
34636,7
34644,9
34655,9
34657,9
34676,9
34701,9
34736,9
34740,16
34752,27
34761,21
34764,9
34776,9
34785,9
34798,7
34801,2
34823,9
34840,7
34864,9
34908,9
34932,5
34987,12
34988,5
34997,9
35030,5
35042,9
35050,10
35072,5
35079,9
35081,4
35090,7
35124,6
35144,5
35148,28
35182,21
35185,9
35188,6
35233,5
35240,6
35257,9
35270,12
35320,23
35334,9
35407,7
35424,21
35433,7
35445,27
35458,9
35467,20
35473,9
35480,9
35486,9
35490,9
35518,16
35532,2
35552,9
35631,5
35704,20
35705,9
35707,0
35712,9
35713,9
35717,9
35718,5
35722,9
35789,9
35793,24
35809,9
35826,0
35836,17
35841,2
35842,6
35845,23
35857,19
35859,8
35865,6
35909,5
35910,0
35918,18
35921,16
35922,23
35925,5
35926,9
35931,23
35951,9
35953,9
35954,9
35962,9
35963,0
35964,6
35966,6
35979,16
35996,16
35998,13
36003,26
36043,0
36103,5
36110,9
36121,2
36124,9
36135,2
36137,9
36141,7
36157,7
36186,9
36200,2
36229,5
36238,7
36256,11
36269,16
36286,20
36288,16
36299,10
36304,2
36307,23
36326,13
36327,15
36357,2
36379,9
36413,9
36416,9
36441,9
36541,9
36554,2
36562,0
36568,9
36606,3
36609,21
36613,9
36621,9
36635,9
36638,23
36662,9
36673,13
36677,18
36693,23
36704,9
36709,17
36715,14
36718,9
36724,9
36741,4
36749,23
36771,9
36798,9
36801,6
36807,21
36811,23
36817,21
36836,7
36839,23
36849,9
36877,9
36907,18
36935,6
36938,2
36952,7
36961,9
36964,16
36965,2
36973,9
36978,14
36992,9
37019,9
37022,9
37030,7
37083,17
37113,9
37133,9
37147,3
37164,16
37168,10
37185,9
37197,16
37208,8
37227,27
37235,7
37239,0
37244,5
37288,9
37293,1
37300,9
37310,23
37311,19
37332,16
37333,9
37377,2
37400,14
37426,7
37431,9
37447,7
37454,0
37493,15
37511,0
37512,10
37527,7
37536,9
37538,14
37540,9
37546,9
37548,7
37556,18
37560,9
37567,9
37573,7
37584,25
37586,9
37597,23
37605,2
37623,0
37644,11
37654,9
37683,9
37689,9
37691,21
37693,13
37712,29
37745,6
37777,9
37790,20
37794,7
37798,9
37817,23
37822,21
37836,9
37841,9
37874,2
37905,2
37929,9
37950,1
37957,9
37968,4
37974,25
37975,6
37979,2
37989,3
38005,9
38023,4
38029,9
38034,0
38074,0
38081,10
38091,6
38169,9
38176,7
38213,9
38217,9
38229,9
38248,5
38250,2
38254,6
38262,2
38273,19
38281,21
38308,9
38345,9
38376,9
38377,9
38449,9
38457,23
38464,13
38482,6
38508,9
38524,9
38544,23
38549,7
38555,9
38556,0
38559,6
38590,10
38626,9
38654,16
38660,6
38661,7
38674,9
38679,21
38703,3
38718,15
38725,9
38744,9
38762,28
38763,28
38775,9
38781,23
38802,5
38818,7
38832,7
38855,9
38887,2
38899,18
38904,0
38922,16
38933,25
38935,9
38950,21
38956,9
38991,2
38994,6
38995,3
39077,9
39087,3
39106,7
39133,7
39134,0
39147,9
39159,23
39195,16
39219,6
39227,0
39255,9
39265,9
39281,12
39284,13
39287,6
39321,9
39340,6
39345,20
39353,5
39372,2
39374,21
39379,9
39385,10
39396,28
39400,7
39441,1
39453,2
39464,29
39467,13
39502,23
39513,22
39523,6
39527,9
39572,7
39584,3
39588,9
39602,9
39608,9
39616,26
39646,20
39662,20
39664,12
39681,9
39700,6
39705,19
39723,5
39739,9
39773,24
39928,6
39974,10
40012,23
40043,9
40052,5
40092,9
40110,5
40134,4
40136,19
40190,9
40197,9
40199,9
40222,11
40276,16
40278,7
40299,21
40316,0
40330,4
40362,0
40367,5
40415,15
40417,2
40435,9
40446,2
40450,2
40466,4
40471,9
40476,9
40505,5
40511,23
40553,18
40559,9
40563,9
40602,9
40604,23
40612,12
40617,9
40627,23
40640,2
40643,9
40647,7
40664,9
40680,15
40698,9
40732,9
40748,9
40764,9
40772,23
40795,28
40796,5
40798,10
40838,5
40839,9
40860,16
40863,9
40885,7
40888,2
40889,27
40895,9
40914,21
40922,23
40934,6
40939,16
40943,25
40958,16
41013,2
41056,9
41057,7
41058,5
41080,0
41084,1
41086,9
41088,23
41102,9
41103,6
41111,1
41117,16
41123,6
41138,9
41157,9
41177,3
41183,9
41198,9
41220,5
41227,9
41245,5
41312,6
41324,9
41347,9
41351,9
41359,9
41364,5
41376,9
41385,9
41392,7
41395,15
41403,5
41405,9
41425,23
41429,9
41449,15
41450,6
41455,15
41538,9
41557,9
41578,9
41580,2
41586,9
41589,18
41596,7
41602,9
41634,2
41646,20
41667,9
41676,7
41687,9
41700,9
41701,9
41718,9
41738,16
41750,23
41751,17
41757,23
41760,2
41781,21
41831,16
41837,9
41841,29
41842,9
41854,6
41892,5
41897,9
41911,17
41952,9
41976,9
41980,9
41985,7
42024,5
42025,9
42055,9
42093,0
42099,4
42113,9
42123,9
42124,7
42143,9
42145,9
42162,4
42178,9
42180,23
42206,7
42246,12
42274,7
42309,9
42323,23
42331,9
42333,0
42352,6
42362,9
42372,0
42400,9
42408,5
42410,25
42413,9
42419,21
42428,9
42430,9
42439,9
42450,23
42456,9
42458,0
42459,9
42466,23
42482,0
42491,9
42492,9
42511,9
42573,5
42594,9
42597,3
42601,9
42611,23
42651,25
42662,9
42694,6
42714,7
42718,5
42721,9
42724,0
42725,9
42730,0
42739,9
42740,9
42759,2
42762,6
42770,9
42780,7
42798,10
42803,16
42831,9
42847,23
42852,6
42883,16
42887,5
42898,9
42902,12
42914,1
42935,23
42937,9
42940,6
42944,9
42948,5
42952,10
42999,9
43003,9
43004,5
43006,10
43021,2
43052,23
43093,22
43118,9
43157,1
43163,21
43173,6
43190,6
43206,7
43246,29
43282,5
43285,9
43309,9
43323,29
43337,9
43359,22
43388,9
43397,16
43404,5
43407,9
43418,7
43436,28
43466,20
43481,2
43486,7
43595,2
43619,12
43626,0
43639,16
43642,0
43645,9
43664,9
43678,7
43687,17
43698,5
43714,7
43785,9
43786,20
43806,4
43807,6
43824,9
43842,14
43850,7
43852,7
43866,9
43873,2
43878,9
43893,23
43896,9
43898,9
43901,0
43907,29
43909,9
43910,12
43920,7
43925,9
43955,9
43962,7
44020,9
44021,6
44052,23
44065,0
44089,7
44091,6
44190,9
44223,7
44252,21
44269,23
44280,9
44295,2
44296,16
44297,6
44307,16
44320,9
44331,6
44334,9
44362,7
44368,7
44389,5
44404,6
44435,7
44450,9
44467,7
44472,4
44496,9
44535,27
44556,9
44566,6
44588,6
44590,9
44595,10
44611,5
44647,6
44663,2
44702,9
44727,28
44728,13
44743,9
44756,6
44765,9
44788,6
44837,5
44842,25
44845,2
44852,19
44892,29
44893,25
44911,9
44924,0
